country,founded,id,industry,linkedin_url,city,name,state,size,website,lat,lng
nigeria,2023,scribed-it,retail,linkedin.com/company/scribed-it,,scribed it,lagos,1-10,instagram.com/scribed.it,,
nigeria,2023,its-right-solutions-aid-medicals,,linkedin.com/company/its-right-solutions-aid-medicals,lagos,it's right solutions aid medicals',lagos,1-10,,6.455,3.3841
nigeria,2023,hel-pvine,,linkedin.com/company/hel-pvine,ile-ife,hel_pvine,osun,11-50,,,
nigeria,2023,the-blue-mango-agency,,linkedin.com/company/the-blue-mango-agency,,the blue mango agency,lagos,1-10,bluemango.agency,,
nigeria,2023,webhive-learning,professional training & coaching,linkedin.com/company/webhive-learning,,webhive learning,lagos,1-10,webhive.io,,
nigeria,2023,truckdispatch,,linkedin.com/company/truckdispatch,,truckdispatch,lagos,1-10,gettruckdispatch.com,,
nigeria,2023,tenza-io,,linkedin.com/company/tenza-io,lekki,tenza,lagos,1-10,tenza.io,,
nigeria,2023,qoinpal,financial services,linkedin.com/company/qoinpal,,qoinpal,lagos,11-50,qoinpal.com,,
nigeria,2023,usekowe,financial services,linkedin.com/company/usekowe,,kowe,lagos,1-10,usekowe.com,,
nigeria,2023,chez-bites,,linkedin.com/company/chez-bites,lagos,chez bites,lagos,1-10,,6.455,3.3841
nigeria,2023,payblock-intergrated-services-ltd,,linkedin.com/company/payblock-intergrated-services-ltd,lagos,payblock intergrated services ltd,lagos,1-10,,6.455,3.3841
nigeria,2023,techtummy,,linkedin.com/company/techtummy,lagos,techtummy,lagos,1-10,,6.455,3.3841
nigeria,2023,cardizaa,,linkedin.com/company/cardizaa,,cardizaa,lagos,1-10,cardizaa.africa,,
nigeria,2023,tedx-tasued,higher education,linkedin.com/company/tedx-tasued,ijebu-ode,tedx tasued,ogun,11-50,,,
nigeria,2023,chatbuy,banking,linkedin.com/company/chatbuy,ikeja,chatbuy,lagos,1001-5000,,6.6,3.35
nigeria,2023,livesport-studio,,linkedin.com/company/livesport-studio,lekki,livesport,lagos,1-10,livesport.studio,,
nigeria,2023,datenest,,linkedin.com/company/datenest,lekki,datenest,lagos,1-10,datenest.net,,
nigeria,2023,sales-launch,,linkedin.com/company/sales-launch,ikeja,sales launch,lagos,1-10,,6.6,3.35
nigeria,2023,the-sokrit-foundation,,linkedin.com/company/the-sokrit-foundation,,the sokrit foundation,lagos,1-10,instagram.com/thesokritfoundation,,
nigeria,2023,opufect-jobs-portal,higher education,linkedin.com/company/opufect-jobs-portal,lagos,opufect jobs portal,lagos,11-50,opufect.com.ng,6.455,3.3841
nigeria,2023,tech-genies-nigeria,higher education,linkedin.com/company/tech-genies-nigeria,,tech genies nigeria,lagos,1-10,,,
nigeria,2023,pickbox-software-technologies-ltd,,linkedin.com/company/pickbox-software-technologies-ltd,,pickbox software technologies ltd,lagos,1-10,usepickbox.com,,
nigeria,2023,branded-by-lola,,linkedin.com/company/branded-by-lola,ibadan,branded by lola,oyo,1-10,linktr.ee/brandedbylola,7.3964,3.9167
nigeria,2023,smatta-global,financial services,linkedin.com/company/smatta-global,,smatta global,lagos,11-50,smatta.co,,
nigeria,2023,cybercastmedia,,linkedin.com/company/cybercastmedia,isolo,cybercast,lagos,11-50,cybercast.africa,,
nigeria,2023,hae-consulting-group,,linkedin.com/company/hae-consulting-group,,hae consulting group,lagos,1-10,,,
nigeria,2023,nnagros-consulting,,linkedin.com/company/nnagros-consulting,iganmu,nnagros consulting,lagos,1-10,,,
nigeria,2023,markay-health-consult,,linkedin.com/company/markay-health-consult,ojo,markay health consult,lagos,1-10,markayhealthconsult.disha.page,6.4612,3.1647
nigeria,2023,hireexpress-careers,,linkedin.com/company/hireexpress-careers,lagos,hireexpress,lagos,1-10,hire-express.disha.page,6.455,3.3841
nigeria,2023,studio-lumio,,linkedin.com/company/studio-lumio,,studio lumio,lagos,1-10,studiolumio.com,,
nigeria,2023,coinwrite,,linkedin.com/company/coinwrite,ife,coinwrite,oyo,1-10,coinwrite.co,,
nigeria,2023,archspire-designs-limited,architecture & planning,linkedin.com/company/archspire-designs-limited,ibadan,archspire designs limited,oyo,1-10,adigszonconsults.com,7.3964,3.9167
nigeria,2023,digeetal-hub,,linkedin.com/company/digeetal-hub,lekki,digeetal hub,lagos,11-50,digeetalhub.com,,
nigeria,2023,iwinelectionday,,linkedin.com/company/iwinelectionday,lagos,iwinelectionday,lagos,11-50,iwin.com.ng,6.455,3.3841
nigeria,2023,nigerian-economic-students-association-nesa-pan-atlantic-university-chapter,higher education,linkedin.com/company/nigerian-economic-students-association-nesa-pan-atlantic-university-chapter,,"nigerian economic students association (nesa), pan-atlantic university chapter",lagos,11-50,,,
nigeria,2023,manjer,retail,linkedin.com/company/manjer,akure,manjer,ondo,1-10,,,
nigeria,2023,martechstores,,linkedin.com/company/martechstores,ibadan,martechstores,oyo,1-10,martech.ng,7.3964,3.9167
nigeria,2023,best-records-management,,linkedin.com/company/best-records-management,ikeja,best records & management,lagos,1-10,bestrecordsmgt.org,6.6,3.35
nigeria,2023,vast-clothing,,linkedin.com/company/vast-clothing,,vast clothing,lagos,1-10,,,
nigeria,2023,semmattech,,linkedin.com/company/semmattech,,semmat tech,osun,1-10,semmat.tech,,
nigeria,2023,wearbakari,,linkedin.com/company/wearbakari,,bakari,ogun,1-10,ba-kari.com,,
nigeria,2023,law-code-hub,writing and editing,linkedin.com/company/law-code-hub,,law code hub,lagos,11-50,code.blog,,
nigeria,2023,serynity-3,mental health care,linkedin.com/company/serynity-3,,serynity,osun,1-10,,,
nigeria,2023,brava-hotel,hospitality,linkedin.com/company/brava-hotel,ibadan,brava hotel,oyo,51-200,,7.3964,3.9167
nigeria,2023,techilldigital,financial services,linkedin.com/company/techilldigital,lagos,techilldigital,lagos,11-50,,6.455,3.3841
nigeria,2023,hae-talent-solutions,staffing and recruiting,linkedin.com/company/hae-talent-solutions,ikeja,hae talent solutions,lagos,1-10,,6.6,3.35
nigeria,2023,lyon-pryde-magazine,,linkedin.com/company/lyon-pryde-magazine,,lyon pryde magazine,lagos,1-10,,,
nigeria,2023,africa-inclusion-award,,linkedin.com/company/africa-inclusion-award,,africa inclusion awards,lagos,1-10,salthouse.africa,,
nigeria,2023,bishopds,,linkedin.com/company/bishopds,,kubuni digital,lagos,1-10,cutt.ly/kubuni-digital,,
nigeria,2023,say-visionaries,,linkedin.com/company/say-visionaries,,say visionaries,lagos,1-10,,,
nigeria,2023,design-chics,,linkedin.com/company/design-chics,,design chics,lagos,1-10,fordesignchics.com,,
nigeria,2023,stfree-digital,,linkedin.com/company/stfree-digital,lagos,stfree digital,lagos,11-50,,6.455,3.3841
nigeria,2023,theaccountingglades,,linkedin.com/company/theaccountingglades,,glade professionals,lagos,1-10,thepolymath.business.site,,
nigeria,2023,barola-meals,,linkedin.com/company/barola-meals,lekki,barola meals,lagos,1-10,barolameals.com,,
nigeria,2023,standout-from-competition,,linkedin.com/company/standout-from-competition,,standout from competition,lagos,11-50,,,
nigeria,2023,resourcing-ng,staffing and recruiting,linkedin.com/company/resourcing-ng,lagos,resourcing.ng,lagos,1-10,resourcing.ng,6.455,3.3841
nigeria,2023,bretpal,financial services,linkedin.com/company/bretpal,ajah,bretpal,lagos,1-10,bretpal.com.ng,,
nigeria,2023,ollytondentalclinic,,linkedin.com/company/ollytondentalclinic,lagos,ollyton dental clinic,lagos,11-50,,6.455,3.3841
nigeria,2023,skill-genius-academy,higher education,linkedin.com/company/skill-genius-academy,,skill genius academy,lagos,1-10,,,
nigeria,2023,usevoya,staffing and recruiting,linkedin.com/company/usevoya,lagos,voya,lagos,11-50,usevoya.com,6.455,3.3841
nigeria,2023,xthefounder,,linkedin.com/company/xthefounder,ibadan,xthefounder,oyo,1-10,,7.3964,3.9167
nigeria,2023,brand-heroes-hq,,linkedin.com/company/brand-heroes-hq,,brand heroes hq,lagos,1-10,,,
nigeria,2023,tedxiyanaiyesi,higher education,linkedin.com/company/tedxiyanaiyesi,,tedxiyanaiyesi,ogun,11-50,tedxiyanaiyesi.com,,
nigeria,2023,portioned,,linkedin.com/company/portioned,,portioned,lagos,1-10,portionedhq.com,,
nigeria,2023,digital-marketing-queen-ng,,linkedin.com/company/digital-marketing-queen-ng,,digital marketing queen.ng,lagos,1-10,,,
nigeria,2023,theafroconomistblog,,linkedin.com/company/theafroconomistblog,lekki,the afroconomist,lagos,1-10,afroconomist.substack.com,,
nigeria,2023,knight-consults,,linkedin.com/company/knight-consults,lagos,knight consults,lagos,1-10,theknightconsults.com,6.455,3.3841
nigeria,2023,em-party,,linkedin.com/company/em-party,lagos,em-party,lagos,1-10,,6.455,3.3841
nigeria,2023,st-claire-records,,linkedin.com/company/st-claire-records,surulere,st. claire records,lagos,1-10,stclairerecords.com,6.5015,3.3581
nigeria,2023,the-fifth-quarter-entertainment-ltd,,linkedin.com/company/the-fifth-quarter-entertainment-ltd,ibadan,the fifth quarter entertainment ltd.,oyo,1-10,,7.3964,3.9167
nigeria,2023,tadoffshore,,linkedin.com/company/tadoffshore,,tad offshore,lagos,11-50,tadoffshore.com,,
nigeria,2023,d-f-advertising-and-marketing,,linkedin.com/company/d-f-advertising-and-marketing,lekki,d & f advertising and marketing,lagos,1-10,,,
nigeria,2023,feegor,wholesale,linkedin.com/company/feegor,ikeja,feegor,lagos,11-50,feegor.com,6.6,3.35
nigeria,2023,thetrendz,,linkedin.com/company/thetrendz,,thetrendz,ekiti,1-10,,,
nigeria,2023,deverse-labs,,linkedin.com/company/deverse-labs,lagos,deverse labs,lagos,1-10,,6.455,3.3841
nigeria,2023,phace-tec,,linkedin.com/company/phace-tec,lagos,phace tec,lagos,1-10,phacetec.com,6.455,3.3841
nigeria,2023,uniek-ideas-consulting,,linkedin.com/company/uniek-ideas-consulting,lagos,uniek ideas consulting,lagos,1-10,,6.455,3.3841
nigeria,2023,xperia-research,writing and editing,linkedin.com/company/xperia-research,lagos,xperia research,lagos,11-50,instagram.com/xperia_research334,6.455,3.3841
nigeria,2023,zero-toxic-work-community,think tanks,linkedin.com/company/zero-toxic-work-community,,zero-toxic work community,lagos,1-10,,,
nigeria,2023,profile-pictures-media,,linkedin.com/company/profile-pictures-media,,profile pictures media,lagos,1-10,g.page/profilepicturesmedia,,
nigeria,2023,chronicles-13,,linkedin.com/company/chronicles-13,,girls dormitory,lagos,11-50,,,
nigeria,2023,skhooly,financial services,linkedin.com/company/skhooly,,skhooly,lagos,1-10,skhooly.com,,
nigeria,2023,yolad-global-services,,linkedin.com/company/yolad-global-services,lagos,yolad global services,lagos,1-10,yoladglobalservices.com,6.455,3.3841
nigeria,2023,educating-home,higher education,linkedin.com/company/educating-home,,educating home,oyo,1-10,,,
nigeria,2023,konnectin-ng,,linkedin.com/company/konnectin-ng,ikeja,konnectin ng,lagos,1-10,,6.6,3.35
nigeria,2023,scl-marketing,,linkedin.com/company/scl-marketing,ibadan,scl marketing,oyo,1-10,,7.3964,3.9167
nigeria,2023,materialfinance,financial services,linkedin.com/company/materialfinance,,material finance,lagos,1-10,materialfi.com,,
nigeria,2023,the-upscale,higher education,linkedin.com/company/the-upscale,,the upscale,lagos,1-10,t.me/+rvw2mafur0uymzm0,,
nigeria,2023,everything-school-limited,higher education,linkedin.com/company/everything-school-limited,lagos,everything school limited,lagos,1-10,everythingschoolng.com,6.455,3.3841
nigeria,2022,huxventures,,linkedin.com/company/huxventures,,hux ventures,lagos,11-50,,,
nigeria,2022,famebirds,,linkedin.com/company/famebirds,lagos,famebirds,lagos,1-10,famebirds.com,6.455,3.3841
nigeria,2022,pawaship-safety-limited,,linkedin.com/company/pawaship-safety-limited,,pawaship safety limited,lagos,1-10,pawashipsafety.com,,
nigeria,2022,assetlog-realty,,linkedin.com/company/assetlog-realty,lagos,assetlog-realty,lagos,1-10,assetlog.co,6.455,3.3841
nigeria,2022,shile-akinjo-charity-foundation-sacf,,linkedin.com/company/shile-akinjo-charity-foundation-sacf,lekki,shile akinjo charity foundation (sacf),lagos,1-10,shileakinjofoundation.org,,
nigeria,2022,charis-digital-plus,,linkedin.com/company/charis-digital-plus,ibadan,charis digital plus,oyo,1-10,charisdigitalplus.com.ng,7.3964,3.9167
nigeria,2022,oyetech,,linkedin.com/company/oyetech,lagos,oyetech,lagos,1-10,oyetech.ng,6.455,3.3841
nigeria,2022,altdeyhere,consumer services,linkedin.com/company/altdeyhere,,altdey,lagos,1-10,,,
nigeria,2022,shelisocial,,linkedin.com/company/shelisocial,,sheli,lagos,1-10,,,
nigeria,2022,valdoraer,information services,linkedin.com/company/valdoraer,,valdoraer,lagos,1-10,valdoraer.com,,
nigeria,2022,future-techtrust,,linkedin.com/company/future-techtrust,ikorodu,future techtrust,lagos,1-10,futuretechtrust.com.ng,,
nigeria,2022,amani-health-inc,mental health care,linkedin.com/company/amani-health-inc,,amani health inc,lagos,1-10,amanihealth.app,,
nigeria,2022,anchorheights-limited,real estate,linkedin.com/company/anchorheights-limited,lagos,anchorheights limited,lagos,11-50,anchorheightsltd.com,6.455,3.3841
nigeria,2022,3km-energy-systems,,linkedin.com/company/3km-energy-systems,,3km energy systems,lagos,1-10,,,
nigeria,2022,axelia-consulting-services-limited,capital markets,linkedin.com/company/axelia-consulting-services-limited,,axelia consulting services limited,lagos,1-10,axeliaconsulting.com,,
nigeria,2022,smartsocials,,linkedin.com/company/smartsocials,abule egba,smartsocials,ogun,1-10,,,
nigeria,2022,jomil-pr-agency,,linkedin.com/company/jomil-pr-agency,ikeja,jomil pr agency,lagos,11-50,,6.6,3.35
nigeria,2022,youngsters-cohort-foundation,,linkedin.com/company/youngsters-cohort-foundation,ikeja,youngsters cohort foundation,lagos,51-200,,6.6,3.35
nigeria,2022,moneyguard-by-wimika-rms,computer & network security,linkedin.com/company/moneyguard-by-wimika-rms,maryland,moneyguard by wimika rms,lagos,11-50,,,
nigeria,2022,aspireclub100,,linkedin.com/company/aspireclub100,lagos,aspireclub100,lagos,1-10,,6.455,3.3841
nigeria,2022,wicys-nigeria-affiliate,computer & network security,linkedin.com/company/wicys-nigeria-affiliate,,wicys nigeria affiliate,lagos,51-200,,,
nigeria,2022,feedbanking,,linkedin.com/company/feedbanking,isolo,we feed,lagos,501-1000,sdgs.un.org,,
nigeria,2022,kunchi-logistics,,linkedin.com/company/kunchi-logistics,,kunchi logistics,lagos,1-10,,,
nigeria,2022,the-pen-guide,professional training & coaching,linkedin.com/company/the-pen-guide,,the pen guide,lagos,1-10,,,
nigeria,2022,actf-tech,,linkedin.com/company/actf-tech,lagos,actf.tech,lagos,11-50,actf.tech,6.455,3.3841
nigeria,2022,routput,,linkedin.com/company/routput,lagos,le-routput international,lagos,1-10,routput.com,6.455,3.3841
nigeria,2022,bridging-education-gap-africa,,linkedin.com/company/bridging-education-gap-africa,lekki,bridging education gap africa,lagos,11-50,bridgingeducationgapafrica.org,,
nigeria,2022,useumbrellainc,financial services,linkedin.com/company/useumbrellainc,ikeja,useumbrella,lagos,1-10,useumbrella.com,6.6,3.35
nigeria,2022,geegstack,higher education,linkedin.com/company/geegstack,ibadan,geegstack academy,oyo,1-10,geegstack.academy,7.3964,3.9167
nigeria,2022,just-safes-nigeria,retail,linkedin.com/company/just-safes-nigeria,lagos,just safes nigeria,lagos,1-10,,6.455,3.3841
nigeria,2022,thecraftersconnect,,linkedin.com/company/thecraftersconnect,ikeja,the crafters connect,lagos,1-10,thecraftersconnect.com,6.6,3.35
nigeria,2022,cu-peers-relief-foundation,,linkedin.com/company/cu-peers-relief-foundation,,cu peers relief foundation,lagos,11-50,cupeersfoundation.org,,
nigeria,2022,uia-consult,staffing and recruiting,linkedin.com/company/uia-consult,lagos,uia consult,lagos,11-50,,6.455,3.3841
nigeria,2022,drug2me-africa,government administration,linkedin.com/company/drug2me-africa,ikoyi,drug2me africa,lagos,1-10,drug2me.com,6.4525,3.4358
nigeria,2022,analysts-digest,financial services,linkedin.com/company/analysts-digest,,analyst's digest,lagos,1-10,,,
nigeria,2022,wealth-tribe,financial services,linkedin.com/company/wealth-tribe,,wealthtribe,lagos,1-10,,,
nigeria,2022,spif-technologies-ltd,,linkedin.com/company/spif-technologies-ltd,,spif technologies ltd,lagos,1-10,spifgroup.org,,
nigeria,2022,cop-a-job,,linkedin.com/company/cop-a-job,lagos,cop a job,lagos,1-10,copajob.com,6.455,3.3841
nigeria,2022,becoming-mag,,linkedin.com/company/becoming-mag,,becoming magazine,lagos,1-10,becomingmag.substack.com,,
nigeria,2022,creadify,,linkedin.com/company/creadify,lekki,creadify,lagos,1-10,,,
nigeria,2022,linkedin-local-oyo,events services,linkedin.com/company/linkedin-local-oyo,ibadan,linkedin local - oyo,oyo,11-50,,7.3964,3.9167
nigeria,2022,1playng,,linkedin.com/company/1playng,ajah,oneplay,lagos,1-10,1play.ng,,
nigeria,2022,nftglaze,,linkedin.com/company/nftglaze,,nftglaze africa,lagos,1-10,nftglaze.com,,
nigeria,2022,enablesecure,computer & network security,linkedin.com/company/enablesecure,,enable secure technologies,lagos,1-10,,,
nigeria,2022,kori-collective,,linkedin.com/company/kori-collective,,kori collective,lagos,1-10,linkedin.com/in/ify-umunna,,
nigeria,2022,hack-solidity,higher education,linkedin.com/company/hack-solidity,,hack solidity,lagos,1-10,hacksolidity.online,,
nigeria,2022,adunmartng,,linkedin.com/company/adunmartng,lagos,adunmart,lagos,51-200,adunmart.com,6.455,3.3841
nigeria,2022,iklin-app,,linkedin.com/company/iklin-app,lagos,iklinapp,lagos,1-10,iklin.app,6.455,3.3841
nigeria,2022,omuti-express,,linkedin.com/company/omuti-express,,omuti express,lagos,1-10,,,
nigeria,2022,epicfibre,,linkedin.com/company/epicfibre,lagos,epicfibre,lagos,1-10,,6.455,3.3841
nigeria,2022,bankaa,financial services,linkedin.com/company/bankaa,,quola 🚀,lagos,11-50,quola.ng,,
nigeria,2022,prestigesoftwareofficial,,linkedin.com/company/prestigesoftwareofficial,lagos,prestige software,lagos,1-10,upwork.com/freelancers/~018e88415d15869e13,6.455,3.3841
nigeria,2022,theebeninitiative,,linkedin.com/company/theebeninitiative,lagos,the eben initiative,lagos,11-50,,6.455,3.3841
nigeria,2022,clevawealth,financial services,linkedin.com/company/clevawealth,,cleva wealth,lagos,1-10,cleva.ng,,
nigeria,2022,let-s-talk-social-impact,,linkedin.com/company/let-s-talk-social-impact,agege,let's talk social impact,lagos,1-10,,6.6219,3.3258
nigeria,2022,aquatrio-nigeria-limited,retail,linkedin.com/company/aquatrio-nigeria-limited,lagos,aquatrio nigeria limited,lagos,501-1000,aquatrionigeria.com,6.455,3.3841
nigeria,2022,imoh-williams-studio,photography,linkedin.com/company/imoh-williams-studio,lekki,imoh williams studio,lagos,1-10,,,
nigeria,2022,oigon-media,,linkedin.com/company/oigon-media,,oigon media,lagos,1-10,,,
nigeria,2022,monoversal,media production,linkedin.com/company/monoversal,,monoversal,lagos,1-10,,,
nigeria,2022,geotech4all,construction,linkedin.com/company/geotech4all,,geotech4all,lagos,11-50,,,
nigeria,2022,cizonet,,linkedin.com/company/cizonet,,cizonet - citizens of networking,lagos,1-10,cizonet.com,,
nigeria,2022,levers-professional-services,financial services,linkedin.com/company/levers-professional-services,lagos,levers professional services,lagos,1-10,leversprofessionals.com.ng,6.455,3.3841
nigeria,2022,trendz360media,,linkedin.com/company/trendz360media,lagos,trendz360media,lagos,1-10,,6.455,3.3841
nigeria,2022,codecrafts-limited,,linkedin.com/company/codecrafts-limited,lakowe,codecrafts limited,lagos,1-10,codecraftsltd.com.ng,,
nigeria,2022,freakquency33-media,,linkedin.com/company/freakquency33-media,,freakquency33 media,lagos,1-10,freakquency33media.com,,
nigeria,2022,folio-spaces,real estate,linkedin.com/company/folio-spaces,,folio spaces,lagos,1-10,lnk.bio/foliospaces,,
nigeria,2022,findidah,,linkedin.com/company/findidah,,idah,lagos,1-10,,,
nigeria,2022,ease-soilless,farming,linkedin.com/company/ease-soilless,,ease soilless,lagos,1-10,,,
nigeria,2022,women-wealth-and-wills-network-™,higher education,linkedin.com/company/women-wealth-and-wills-network-™,,women wealth and wills network ™,lagos,1-10,linktr.ee/talktolg,,
nigeria,2022,zen-zone-massage-and-spa,,linkedin.com/company/zen-zone-massage-and-spa,lekki,zen zone massage and spa,ondo,1-10,,,
nigeria,2022,crjjc,,linkedin.com/company/crjjc,lagos,child rights & juvenile justice center,lagos,1-10,,6.455,3.3841
nigeria,2022,bremma-consulting,,linkedin.com/company/bremma-consulting,,bremma consulting,lagos,1-10,,,
nigeria,2022,whammy-studios,,linkedin.com/company/whammy-studios,,whammy studios,lagos,1-10,,,
nigeria,2022,innovealofficial,,linkedin.com/company/innovealofficial,ojota,innoveal,lagos,1-10,tiny.cc/innoveal,6.5781,3.3869
nigeria,2022,urban-pumpkin,hospitality,linkedin.com/company/urban-pumpkin,lagos,urban pumpkin,lagos,1-10,urbanpumpkin.com,6.455,3.3841
nigeria,2022,ewave-fin,financial services,linkedin.com/company/ewave-fin,lagos,ewave finance,lagos,1-10,ewave.com.ng,6.455,3.3841
nigeria,2022,creed-career-hub,,linkedin.com/company/creed-career-hub,ikeja,creed career hub,lagos,1-10,,6.6,3.35
nigeria,2022,pashionate-digital,,linkedin.com/company/pashionate-digital,lagos,pashonate digital,lagos,1-10,,6.455,3.3841
nigeria,2022,toms-management-recycling-center,environmental services,linkedin.com/company/toms-management-recycling-center,okitipupa,toms management recycling center,ondo,1-10,,,
nigeria,2022,wearesakula,,linkedin.com/company/wearesakula,abeokuta,sakula inc.,ogun,1-10,,,
nigeria,2022,tricianhomes,,linkedin.com/company/tricianhomes,,tricianhomes,lagos,1-10,wa.me/2348081059123,,
nigeria,2022,kariscon,,linkedin.com/company/kariscon,,kariscon,lagos,1-10,kariscon.com,,
nigeria,2022,go-big-africa,,linkedin.com/company/go-big-africa,,go big afrika,lagos,1-10,,,
nigeria,2022,getcoinsafrica,,linkedin.com/company/getcoinsafrica,lagos,getcoins,lagos,11-50,getcoins.africa,6.455,3.3841
nigeria,2022,food-army-ng,,linkedin.com/company/food-army-ng,ibadan,food army ng,oyo,1-10,,7.3964,3.9167
nigeria,2022,mikul-health,,linkedin.com/company/mikul-health,lagos,mikul health,lagos,1-10,mikulhealth.com,6.455,3.3841
nigeria,2022,voyagewithade,,linkedin.com/company/voyagewithade,lagos,an entrepreneur's voyage,lagos,1-10,entrepreneurvoyage.substack.com,6.455,3.3841
nigeria,2022,payconfidence,,linkedin.com/company/payconfidence,ikeja,payconfidence,lagos,11-50,,6.6,3.35
nigeria,2022,go4ung,,linkedin.com/company/go4ung,akure,go4u technologies,ondo,1-10,go4u.ng,,
nigeria,2022,yoable,,linkedin.com/company/yoable,lagos,yoable,lagos,11-50,,6.455,3.3841
nigeria,2022,polar-bear-vr,architecture & planning,linkedin.com/company/polar-bear-vr,lekki,polar bear vr,lagos,1-10,polarbearvr.com,,
nigeria,2022,inclusivelyremote,,linkedin.com/company/inclusivelyremote,,inclusivelyremote,lagos,1-10,inclusivelyremote.substack.com,,
nigeria,2022,fashiontheoryng,,linkedin.com/company/fashiontheoryng,lagos,fashion theory,lagos,1-10,fashiontheory.ng,6.455,3.3841
nigeria,2022,zijemu,,linkedin.com/company/zijemu,,zijemu,lagos,1-10,,,
nigeria,2022,buxstone-properties-limited,real estate,linkedin.com/company/buxstone-properties-limited,ikeja,buxstone properties limited,lagos,1-10,,6.6,3.35
nigeria,2022,ignite-teens-foundation,,linkedin.com/company/ignite-teens-foundation,yaba,ignite teens foundation,lagos,1-10,,,
nigeria,2022,soberpal,,linkedin.com/company/soberpal,,soberpal,lagos,11-50,,,
nigeria,2022,mycom-dao,,linkedin.com/company/mycom-dao,lagos,mycom dao,lagos,1-10,mycommunitydao.wixsite.com/mycom,6.455,3.3841
nigeria,2022,greenorbtech,,linkedin.com/company/greenorbtech,ikeja,greenorb technology limited,lagos,1-10,greenorbtech.com,6.6,3.35
nigeria,2022,gazstrom-energy-ltd,,linkedin.com/company/gazstrom-energy-ltd,ikoyi,gazstrom energy ltd,lagos,51-200,gazstromltd.com,6.4525,3.4358
nigeria,2022,the-adrenalina,,linkedin.com/company/the-adrenalina,yaba,the adrenalina,lagos,1-10,adrenalina.ng,,
nigeria,2022,11-media,media production,linkedin.com/company/11-media,lagos,11 media,lagos,1-10,,6.455,3.3841
nigeria,2022,global-inclusion-diversity-alliance-g-i-d-a,,linkedin.com/company/global-inclusion-diversity-alliance-g-i-d-a,,global inclusion & diversity alliance(g.i.d.a),lagos,1-10,,,
nigeria,2022,data-jobs-naija,staffing and recruiting,linkedin.com/company/data-jobs-naija,,data jobs naija,lagos,51-200,,,
nigeria,2022,scmas,,linkedin.com/company/scmas,lagos,scmas,lagos,1-10,smas.com,6.455,3.3841
nigeria,2022,usebino,,linkedin.com/company/usebino,,bino social commerce,lagos,1-10,,,
nigeria,2022,lazycom-io,,linkedin.com/company/lazycom-io,lekki,lazycom.io,lagos,1-10,lazycom.io,,
nigeria,2022,the-chair-republic-ventures,,linkedin.com/company/the-chair-republic-ventures,ikorodu,chair republic,lagos,1-10,chair-republic.com,,
nigeria,2022,ventekk-inc,,linkedin.com/company/ventekk-inc,,ventekk inc.,lagos,11-50,ventekk.www.ventekk.business.site,,
nigeria,2022,re-imagine-ads,,linkedin.com/company/re-imagine-ads,,re-imagine ads,lagos,1-10,calendly.com/copyceo,,
nigeria,2022,vytransit,,linkedin.com/company/vytransit,yaba,vytransit,lagos,1-10,vytransit.com,,
nigeria,2022,lingflipcompany,,linkedin.com/company/lingflipcompany,lagos,lingflip,lagos,11-50,lingflip.com,6.455,3.3841
nigeria,2022,alpharosso-management-company-africa-amco-africa,facilities services,linkedin.com/company/alpharosso-management-company-africa-amco-africa,lagos,alpharosso management company - africa (amco-africa),lagos,11-50,,6.455,3.3841
nigeria,2022,borcelle,investment banking,linkedin.com/company/borcelle,,borcelle,lagos,11-50,borcelle.co,,
nigeria,2022,mitochronhub-limited,,linkedin.com/company/mitochronhub-limited,lagos,mitochron hub limited,lagos,1-10,mitochronhub.com,6.455,3.3841
nigeria,2022,jaraskills,,linkedin.com/company/jaraskills,,jaraskills,lagos,1-10,,,
nigeria,2022,tides-and-design,facilities services,linkedin.com/company/tides-and-design,lagos,tides & design,lagos,11-50,tidesanddesign.com,6.455,3.3841
nigeria,2022,faramovehq,,linkedin.com/company/faramovehq,,faramove,lagos,51-200,faramove.com,,
nigeria,2022,mai-foundation-iwa,,linkedin.com/company/mai-foundation-iwa,,mai foundation,lagos,501-1000,,,
nigeria,2022,finclays,financial services,linkedin.com/company/finclays,,finclays,lagos,1-10,,,
nigeria,2022,whiterand-consulting-limited,,linkedin.com/company/whiterand-consulting-limited,lekki,whiterand consulting limited,lagos,11-50,whiterandconsultinglimited.com,,
nigeria,2022,soirées-by-cilo,events services,linkedin.com/company/soirées-by-cilo,lagos,soirées by cilo,lagos,1-10,,6.455,3.3841
nigeria,2022,raseadvisory,law practice,linkedin.com/company/raseadvisory,lagos,rase advisory,lagos,1-10,raseadvisory.com,6.455,3.3841
nigeria,2022,bestcarsng,,linkedin.com/company/bestcarsng,,bestcarsng,lagos,1-10,facebook.com/ng_bestcars,,
nigeria,2022,fleegistik-limited,,linkedin.com/company/fleegistik-limited,,fleegistik ltd,lagos,1-10,,,
nigeria,2022,imperial-cinema,,linkedin.com/company/imperial-cinema,osogbo,imperial cinema,osun,11-50,imperialcinema.ng,,
nigeria,2022,primallp,legal services,linkedin.com/company/primallp,lagos,primal,lagos,11-50,primallaw.com,6.455,3.3841
nigeria,2022,sme-growth-lab-africa,,linkedin.com/company/sme-growth-lab-africa,,sme growth lab africa,lagos,1-10,smegrowthlabafrica.com,,
nigeria,2022,nsonye,,linkedin.com/company/nsonye,,nsonye,lagos,1-10,,,
